Word	P(None)	P(Phenotype)
existed	1.0	0.0
vaccination	1.0	0.0
]	0.99901	0.00099
support	0.833333333333	0.0
initial	1.0	0.0
clinical	1.0	0.0
fraction	1.0	0.0
resulted	1.0	0.0
was	0.9999925	7.5e-06
metabolism	0.99994	6e-05
head	0.80531	0.19469
form	1.0	0.0
decadienal	1.0	0.0
differences	1.0	0.0
analyse	1.0	0.0
failure	0.58902375	0.41097625
heat	1.0	0.0
incorporation	1.0	0.0
sustained	1.0	0.0
225	1.0	0.0
222	1.0	0.0
renal	0.965766666667	0.0342333333333
hypoplastic	6e-05	0.99994
responding	1.0	0.0
devices	0.5	0.0
complications	0.875	0.0
150	1.0	0.0
homonymous	0.0	1.0
classic	1.0	0.0
aorto	1.0	0.0
proven	1.0	0.0
evidence	1.0	0.0
acetoin	1.0	0.0
gland	0.5	0.5
floating	0.95966	0.04034
distributions	1.0	0.0
constructed	1.0	0.0
shigella	1.0	0.0
epidemiological	1.0	0.0
no	0.999988	1.2e-05
innervated	1.0	0.0
whereas	1.0	0.0
fitzgerald	0.98829	0.01171
handed	0.99994	6e-05
setting	1.0	0.0
role	1.0	0.0
digital	1.0	0.0
test	1.0	0.0
vegetative	1.0	0.0
vegetativa	1.0	0.0
node	1.0	0.0
picture	1.0	0.0
concurrent	1.0	0.0
cyanosis	0.19747	0.80253
rising	0.95966	0.04034
scores	0.666666666667	0.0
cleaves	1.0	0.0
died	1.0	0.0
longer	1.0	0.0
together	1.0	0.0
time	0.99998	2e-05
serious	1.0	0.0
urinary	0.99196	0.00804
concept	1.0	0.0
focus	1.0	0.0
mild	1.0	0.0
skin	0.730086666667	0.269913333333
abundant	1.0	0.0
spike	0.99994	6e-05
layers	1.0	0.0
depend	1.0	0.0
disorders	0.599802	0.000198
nineteen	1.0	0.0
technique	1.0	0.0
indolent	1.0	0.0
passage	1.0	0.0
ureteroureterostomy	1.0	0.0
paramedian	0.0048	0.9952
promoting	1.0	0.0
monocytes	1.0	0.0
postgraduation	1.0	0.0
acidophilus	1.0	0.0
protective	1.0	0.0
frequencies	1.0	0.0
respiratory	0.99994	6e-05
presented	0.6	0.0
did	1.0	0.0
dic	1.0	0.0
p	1.0	0.0
mucosal	1.0	0.0
eosinophilic	0.15178	0.84822
epidemiology	1.0	0.0
perceptual	0.99901	0.00099
accumulation	1.0	0.0
inconsistent	1.0	0.0
siga	0.99997	3e-05
upper	0.99994	6e-05
unexpected	1.0	0.0
occurrence	0.666666666667	0.0
findings	1.0	0.0
cancellous	1.0	0.0
bacteria	0.8	0.0
spectral	0.99994	6e-05
streptococcus	1.0	0.0
sacral	1.0	0.0
distension	1.0	0.0
current	1.0	0.0
international	1.0	0.0
falling	0.95966	0.04034
hairy	1.0	0.0
supporting	0.99994	6e-05
statistically	1.0	0.0
genes	1.0	0.0
water	1.0	0.0
catarrhalis	1.0	0.0
wais	1.0	0.0
along	0.99994	6e-05
polydipsia	0.521633333333	0.145033333333
healthy	1.0	0.0
shift	0.99996	4e-05
studied	0.5	0.0
commonly	1.0	0.0
hydrostatic	0.99994	6e-05
wupperthal	1.0	0.0
simultaneous	1.0	0.0
throughput	1.0	0.0
diagnosed	0.5	0.0
domains	1.0	0.0
resonance	1.0	0.0
studies	1.0	0.0
subscales	1.0	0.0
tasks	1.0	0.0
problematic	1.0	0.0
parenchymal	0.0	1.0
tenseness	0.00874	0.99126
ureters	0.98829	0.01171
islet	1.0	0.0
transplant	0.75	0.0
sympathetic	0.99997	3e-05
positive	1.0	0.0
anatomical	0.99997	3e-05
scenarios	1.0	0.0
territories	1.0	0.0
chilliness	0.38064	0.61936
criteria	0.666666666667	0.0
enriched	1.0	0.0
australian	1.0	0.0
ductus	0.54449	0.45551
visual	0.666626666667	0.333373333333
cases	0.666666666667	0.0
indicates	1.0	0.0
cap	1.0	0.0
modified	1.0	0.0
inflamed	0.9952	0.0048
reviews	1.0	0.0
makino	1.0	0.0
can	1.0	0.0
following	0.999982857143	1.71428571429e-05
making	1.0	0.0
heart	0.708514285714	0.148628571429
neurosarcoidosis	0.99901	0.00099
multifactorial	1.0	0.0
schieber	1.0	0.0
medullaris	1.0	0.0
stroke	0.99901	0.00099
performed	0.5	0.0
capsules	1.0	0.0
conversely	1.0	0.0
occur	1.0	0.0
dyspnoea	6e-05	0.99994
septic	1.0	0.0
secretory	0.99997	3e-05
1	1.0	0.0
immune	0.99998	2e-05
cardinal	0.90212	0.09788
pins	1.0	0.0
immuno	1.0	0.0
parameter	1.0	0.0
redundance	1.0	0.0
product	1.0	0.0
rigors	1.0	0.0
may	1.0	0.0
fueled	1.0	0.0
cardiac	0.88388	0.11612
such	1.0	0.0
misdiagnosed	1.0	0.0
revealed	1.0	0.0
folliculitis	0.575395	0.424605
man	1.0	0.0
natural	1.0	0.0
drained	1.0	0.0
purification	1.0	0.0
fluent	0.0048	0.9952
branched	1.0	0.0
gamma	1.0	0.0
sm	0.9375	0.0
dreamland	0.95966	0.04034
tbilisi	0.5	0.0
exclusive	1.0	0.0
shrna	1.0	0.0
considerations	1.0	0.0
mainly	1.0	0.0
years	1.0	0.0
stability	1.0	0.0
brain	0.9952	0.0048
blocked	1.0	0.0
group	1.0	0.0
thumb	0.49997	3e-05
how	1.0	0.0
duplex	0.994145	0.005855
reacting	1.0	0.0
lesions	0.047985	0.952015
osteoid	0.99901	0.00099
titers	1.0	0.0
sensitivity	1.0	0.0
schistosomes	0.99994	6e-05
main	1.0	0.0
uptake	0.99994	6e-05
into	1.0	0.0
non	0.852065714286	0.147934285714
thereby	1.0	0.0
exon	1.0	0.0
cuniform	1.0	0.0
infarcts	0.15178	0.84822
now	1.0	0.0
provision	1.0	0.0
discuss	1.0	0.0
pyrazine	1.0	0.0
possess	1.0	0.0
administer	1.0	0.0
term	1.0	0.0
arteriolar	0.94243	0.05757
coagulation	0.98829	0.01171
veins	0.49997	3e-05
instability	0.98829	0.01171
significantly	1.0	0.0
fistula	0.238423333333	0.428243333333
abnormal	0.26576	0.73424
temporo	1.0	0.0
year	1.0	0.0
phalanx	0.99997	3e-05
stenotic	0.868118333333	0.131881666667
factory	1.0	0.0
perineum	1.0	0.0
increase	0.99994	6e-05
contained	1.0	0.0
investigation	1.0	0.0
trauma	0.75806	0.24194
suggesting	1.0	0.0
correct	1.0	0.0
esophageal	0.0048	0.9952
arthritis	1.0	0.0
pathogenic	1.0	0.0
million	1.0	0.0
electrophoretype	1.0	0.0
possibility	1.0	0.0
diagnostic	1.0	0.0
recordings	1.0	0.0
complicated	1.0	0.0
hpfh	0.75	0.0
training	1.0	0.0
language	1.0	0.0
transition	1.0	0.0
british	1.0	0.0
grifka	1.0	0.0
place	1.0	0.0
massive	1.0	0.0
swing	0.99994	6e-05
neglect	0.9952	0.0048
frequent	1.0	0.0
first	1.0	0.0
dimethyl	1.0	0.0
immunoelectron	1.0	0.0
one	0.923076923077	0.0
psychophysiological	0.99994	6e-05
specifically	1.0	0.0
osteomas	0.99901	0.00099
open	1.0	0.0
calcific	0.09591	0.90409
malrotation	0.95966	0.04034
lens	0.666666666667	0.0
anteriorly	0.99994	6e-05
stimulation	1.0	0.0
indicate	1.0	0.0
2	0.916664166667	2.5e-06
adenocarcinoma	0.98829	0.01171
white	0.956296666667	0.0437033333333
structures	0.99994	6e-05
anderluh	1.0	0.0
eyes	1.0	0.0
pleurocutaneous	0.09591	0.90409
that	1.0	0.0
eliminates	1.0	0.0
gastroenteritis	0.99901	0.00099
tuberculomata	0.78245	0.21755
mtbi	0.818181818182	0.0
than	0.99999	1e-05
coefficients	1.0	0.0
11	0.75	0.0
10	1.0	0.0
12	1.0	0.0
15	1.0	0.0
14	1.0	0.0
16	1.0	0.0
19	1.0	0.0
18	1.0	0.0
require	1.0	0.0
kishimoto	1.0	0.0
shunting	0.00437	0.49563
protected	1.0	0.0
were	0.999998461538	1.53846153846e-06
and	0.999213090909	0.000786909090909
radioimmunoassays	1.0	0.0
ana	1.0	0.0
remained	1.0	0.0
cardiorespiratory	0.78245	0.21755
innominate	0.99994	6e-05
abnormalities	0.199316	0.800684
saw	0.5	0.0
any	1.0	0.0
conversion	1.0	0.0
efficient	1.0	0.0
papular	0.99901	0.00099
potential	0.9999775	2.25e-05
fracture	1.0	0.0
potassium	1.0	0.0
28	1.0	0.0
201	1.0	0.0
pain	0.0437233333333	0.956276666667
normal	0.999994	6e-06
beta	1.0	0.0
furfuryl	1.0	0.0
tract	0.99997	3e-05
pair	1.0	0.0
knee	0.75	0.0
paget	1.0	0.0
inserted	1.0	0.0
probes	1.0	0.0
especially	1.0	0.0
shrnas	1.0	0.0
considered	1.0	0.0
later	1.0	0.0
methanol	1.0	0.0
rotaviral	1.0	0.0
peptides	1.0	0.0
trafficking	1.0	0.0
dispersed	1.0	0.0
typically	1.0	0.0
precise	1.0	0.0
obstructive	0.866625	0.133375
show	1.0	0.0
synchronous	0.70834	0.29166
fifty	1.0	0.0
fletcher	0.98829	0.01171
threshold	0.999976	2.4e-05
iq	0.99994	6e-05
investigators	1.0	0.0
behind	1.0	0.0
only	1.0	0.0
black	1.0	0.0
over	1.0	0.0
absent	0.99998	2e-05
homogenate	1.0	0.0
affecting	1.0	0.0
primates	1.0	0.0
is	1.0	0.0
secondary	1.0	0.0
reveal	1.0	0.0
median	0.71035	0.28965
medial	1.0	0.0
across	1.0	0.0
hypothalamospinal	1.0	0.0
erythromycin	1.0	0.0
gianturco	1.0	0.0
relative	1.0	0.0
vivo	1.0	0.0
eliminating	1.0	0.0
surgery	1.0	0.0
enzymatically	1.0	0.0
inhibitory	1.0	0.0
compounds	1.0	0.0
review	1.0	0.0
circulating	1.0	0.0
vaccines	0.49997	3e-05
3	0.916666666667	0.0
between	1.0	0.0
reproducible	1.0	0.0
dextroversion	0.47983	0.02017
ruptured	0.0	1.0
suppresses	1.0	0.0
originated	1.0	0.0
tur	1.0	0.0
ventroposterolateral	1.0	0.0
horner	1.0	0.0
coma	0.99994	6e-05
article	1.0	0.0
cervical	1.0	0.0
suppressed	1.0	0.0
soreness	0.38064	0.61936
isthmus	0.07589	0.42411
acquiring	1.0	0.0
warmness	0.99994	6e-05
region	1.0	0.0
enabling	1.0	0.0
propagation	1.0	0.0
s	0.75	0.0
hypothesis	1.0	0.0
expression	1.0	0.0
supraclavicular	0.5	0.5
among	1.0	0.0
filtering	1.0	0.0
cancer	0.571287142857	0.000141428571429
color	0.99996	4e-05
unpolluted	1.0	0.0
period	0.666666666667	0.0
innovations	1.0	0.0
60	1.0	0.0
occluder	0.5	0.0
stretched	1.0	0.0
learning	0.99997	3e-05
zonular	1.0	0.0
constant	0.99994	6e-05
considers	1.0	0.0
amino	0.99994	6e-05
considering	1.0	0.0
unusual	1.0	0.0
wearers	1.0	0.0
aorta	0.5644425	0.4355575
conceptualization	1.0	0.0
detected	0.99998	2e-05
jerks	0.13111	0.86889
tonsils	1.0	0.0
combined	0.99996	4e-05
500	1.0	0.0
direction	1.0	0.0
formed	1.0	0.0
resistance	0.94243	0.05757
external	1.0	0.0
bmy	1.0	0.0
nigricans	0.07589	0.42411
those	1.0	0.0
case	1.0	0.0
resides	1.0	0.0
these	1.0	0.0
acanthosis	0.15178	0.84822
premature	0.09591	0.90409
hypertrophy	0.13111	0.86889
trisulfide	1.0	0.0
pdsred	1.0	0.0
procoagulant	1.0	0.0
orientation	0.99998	2e-05
arteriosus	0.54449	0.45551
sleeping	1.0	0.0
regularity	1.0	0.0
sudden	1.0	0.0
proteolytic	1.0	0.0
spleens	1.0	0.0
protein	1.0	0.0
pericardium	1.0	0.0
creatinine	1.0	0.0
different	1.0	0.0
develop	1.0	0.0
coexisting	1.0	0.0
same	1.0	0.0
speech	1.0	0.0
otto	1.0	0.0
physical	0.969644	0.030356
events	1.0	0.0
lymphomas	1.0	0.0
sacrum	1.0	0.0
persons	1.0	0.0
diversion	0.99994	6e-05
reference	1.0	0.0
hydroxy	1.0	0.0
severe	1.0	0.0
without	0.997815	0.002185
relief	1.0	0.0
components	1.0	0.0
model	1.0	0.0
dimension	1.0	0.0
researchers	1.0	0.0
consisted	1.0	0.0
being	0.99998	2e-05
when	1.0	0.0
rest	1.0	0.0
clot	1.0	0.0
unclear	0.666666666667	0.0
proximal	1.0	0.0
differentiation	1.0	0.0
flavor	1.0	0.0
speed	1.0	0.0
ethyl	1.0	0.0
death	0.8	0.0
staging	1.0	0.0
generator	1.0	0.0
seems	1.0	0.0
except	1.0	0.0
delbrueckii	1.0	0.0
improvement	1.0	0.0
wall	1.0	0.0
4	0.9	0.0
samples	1.0	0.0
electrical	0.99997	3e-05
aspects	1.0	0.0
around	0.99997	3e-05
haematuria	0.0	1.0
early	1.0	0.0
microangiopathic	0.78245	0.21755
using	1.0	0.0
lady	1.0	0.0
vanished	1.0	0.0
acute	0.796698	0.203302
ductal	0.99994	6e-05
malignancy	0.99365	0.00635
revaccination	0.99994	6e-05
t	0.5	0.0
neurologic	1.0	0.0
reduced	0.99997	3e-05
scored	1.0	0.0
satisfactory	1.0	0.0
exposed	1.0	0.0
zonula	1.0	0.0
zonule	0.666666666667	0.0
presentation	0.75	0.0
moreover	1.0	0.0
questionnaire	1.0	0.0
intact	1.0	0.0
provided	1.0	0.0
dimensions	0.666666666667	0.0
recorded	1.0	0.0
critical	1.0	0.0
deficit	0.200024	0.599976
transurethral	0.99126	0.00874
moderate	1.0	0.0
cephalosporin	1.0	0.0
bloatedness	0.0	1.0
scientific	1.0	0.0
k562	1.0	0.0
breastfeed	1.0	0.0
anticlockwise	1.0	0.0
ratios	1.0	0.0
fractured	0.61936	0.38064
mmol	1.0	0.0
earlier	1.0	0.0
comparison	1.0	0.0
ol	1.0	0.0
central	0.999858571429	0.000141428571429
enzymatic	1.0	0.0
of	0.99155380531	0.00844619469027
discussed	0.5	0.0
practical	1.0	0.0
betatc3	1.0	0.0
concentrations	1.0	0.0
discusses	1.0	0.0
or	0.98226952381	0.0177304761905
enhancement	1.0	0.0
formication	0.95966	0.04034
pretransplantation	1.0	0.0
aortic	0.907321818182	0.0926781818182
image	0.95966	0.04034
propanone	1.0	0.0
spinal	1.0	0.0
involvement	1.0	0.0
determine	1.0	0.0
gomez	1.0	0.0
mental	0.84822	0.15178
area	0.993954285714	0.00604571428571
there	1.0	0.0
hepatosplenomegaly	0.09591	0.90409
detectable	1.0	0.0
low	0.96571	0.03429
tight	1.0	0.0
sonographic	0.99994	6e-05
delayed	0.95966	0.04034
principles	1.0	0.0
follicular	0.666026666667	0.333973333333
posterior	0.999994545455	5.45454545455e-06
lymph	0.6	0.4
clones	1.0	0.0
mice	1.0	0.0
with	0.9998823	0.0001177
october	1.0	0.0
improved	1.0	0.0
circulation	0.99994	6e-05
equinatoxin	1.0	0.0
aneurysm	0.57775	0.0889166666667
trigeminal	1.0	0.0
palate	1.0	0.0
lactobacillus	1.0	0.0
contralateral	0.920266	0.079734
rvh	0.5868375	0.1631625
avian	1.0	0.0
deep	1.0	0.0
an	0.999995	5e-06
examine	1.0	0.0
hypertension	0.092395	0.782605
inulin	0.99994	6e-05
laboratory	1.0	0.0
tibial	1.0	0.0
pmol	1.0	0.0
assessing	1.0	0.0
yoga	1.0	0.0
ideally	1.0	0.0
administered	1.0	0.0
ctct	1.0	0.0
igg	0.99997	3e-05
field	0.8	0.2
valid	1.0	0.0
5	1.0	0.0
iga	0.99997	3e-05
you	1.0	0.0
immunity	0.99994	6e-05
poor	0.934445	0.065555
briefly	1.0	0.0
separate	1.0	0.0
students	1.0	0.0
important	1.0	0.0
peak	0.99994	6e-05
included	1.0	0.0
remote	1.0	0.0
bilateral	0.40765	0.59235
mimic	1.0	0.0
inhibited	1.0	0.0
mass	0.00099	0.99901
electrophoretypes	1.0	0.0
sensibility	0.99994	6e-05
oral	1.0	0.0
original	1.0	0.0
represent	1.0	0.0
all	1.0	0.0
chinese	1.0	0.0
surgical	1.0	0.0
systemic	0.672065	0.327935
varices	0.0048	0.9952
follow	1.0	0.0
meditation	1.0	0.0
children	0.5	0.0
polarity	1.0	0.0
to	0.977519777778	0.0224802222222
program	1.0	0.0
28100	0.8	0.0
