Word	Difficulty
heating	3.19463
against	3.19463
ventricular	0.93584
pre	3.19463
somatosensory	3.19463
appeared	3.19463
seizure	0.71656
advancement	3.19463
active	3.19463
hygiene	2.5843475
cannulation	3.19463
250	3.19463
evidences	3.19463
presumable	3.19463
recognises	3.19463
three	3.19463
been	3.19463
.	3.17165282667
empyema	1.42282
expected	3.19463
entered	3.19463
lactis	3.19463
issignificantly	3.19463
dry	3.19463
life	3.19463
efficacy	3.19463
bladder	1.375402
uncommon	3.19463
strictures	1.07172
erythema	0.71656
child	1.07172
guttentag	3.19463
calcified	0.7535
inhibit	3.19463
say	3.19463
n	3.19463
aim	3.19463
abrupt	1.42282
precede	3.19463
procedure	3.19463
seven	3.19463
equator	3.19463
reproducibility	3.19463
broth	3.19463
ureter	2.45692
perinatal	2.6990525
ii	3.19463
elicit	3.19463
tissue	1.50169666667
hygienist	3.19463
in	3.01033672131
comparative	3.19463
if	3.19463
confirmed	3.19463
severity	3.19463
romberg	3.19463
patent	0.649165
suggest	3.19463
recurrent	0.67886
linked	3.19463
complex	3.19463
potentially	3.19463
split	2.60402666667
big	3.19463
several	3.19463
independent	3.19463
myocardial	0.952335
syncopal	3.19463
osteotomy	3.19463
hand	3.19463
potentials	3.19463
myelomatosis	3.19463
cycle	3.19463
allografts	3.19463
constriction	0.86932
episodic	1.07172
stimuli	3.19463
failing	1.07172
disseminated	0.9815
radioimmunoassay	3.19463
squamous	3.19463
contact	3.19463
mother	3.19463
the	3.01960557292
left	1.60767
seasonal	3.19463
birth	0.64135
identify	3.19463
human	3.19463
yet	3.19463
succeeding	3.19463
previous	3.19463
thyroid	3.19463
visualization	3.19463
arai	3.19463
nonprimate	3.19463
candidate	3.19463
similarities	3.19463
had	3.19463
pathognomonic	3.19463
percutaneous	3.19463
neoplasm	0.69235
easy	3.19463
hemisensory	1.42282
has	3.19463
plasma	2.60402666667
gave	3.19463
elevation	3.19463
africa	3.19463
rna	3.19463
possible	3.19463
audiology	3.19463
background	3.19463
clustered	3.19463
cape	3.19463
potassium	3.19463
unique	3.19463
advanced	3.19463
occurring	3.19463
precise	3.19463
54	3.19463
occlusion	1.67328333333
50	3.19463
specific	2.25035272727
vibrometry	3.19463
signal	3.19463
beneficial	3.19463
right	1.7934075
old	3.19463
insulinoma	0.7535
multiple	3.19463
psychogenic	1.21232
separately	3.19463
for	3.19463
/	3.19463
contributing	3.19463
unit	3.19463
lymphadenectomy	3.19463
cortical	3.19463
participation	2.308725
cord	3.19463
insipidus	3.19463
jejuni	3.19463
dental	3.19463
metastatic	1.12860666667
coexisted	3.19463
midbody	3.19463
lentiviral	3.19463
attacks	3.19463
months	3.19463
anomalous	3.19463
o	3.19463
influenzae	2.308725
eight	3.19463
nerve	2.06155333333
raised	1.42282
leukemias	3.19463
tetanus	1.42282
presence	3.19463
formulae	3.19463
intellectual	3.19463
down	0.86932
loin	1.07172
reducing	3.19463
malignancies	1.5924875
often	3.19463
existed	3.19463
vaccination	3.19463
]	1.21232
support	3.19463
initial	3.19463
clinical	3.19463
fraction	3.19463
resulted	3.19463
was	2.97315375
metabolism	1.42282
questionable	3.19463
head	0.840935
form	3.19463
decadienal	3.19463
differences	3.19463
analyse	3.19463
failure	0.8398125
heat	3.19463
incorporation	3.19463
sustained	3.19463
225	3.19463
222	3.19463
renal	2.04251416667
hypoplastic	1.42282
responding	3.19463
devices	3.19463
complications	3.19463
150	3.19463
homonymous	3.19463
classic	3.19463
aorto	3.19463
proven	3.19463
evidence	3.19463
acetoin	3.19463
gland	3.19463
floating	0.86932
distributions	3.19463
constructed	3.19463
shigella	3.19463
epidemiological	3.19463
no	2.840268
innervated	3.19463
whereas	3.19463
fitzgerald	0.9815
handed	1.42282
setting	3.19463
role	3.19463
digital	3.19463
test	3.19463
vegetative	3.19463
vegetativa	3.19463
node	3.19463
picture	3.19463
concurrent	3.19463
cyanosis	1.74968333333
rising	0.86932
scores	3.19463
cleaves	3.19463
died	3.19463
longer	3.19463
together	3.19463
time	2.60402666667
serious	3.19463
urinary	1.5495375
concept	3.19463
focus	3.19463
mild	3.19463
skin	1.33989
abundant	3.19463
spike	1.42282
layers	3.19463
depend	3.19463
disorders	2.798168
nineteen	3.19463
technique	3.19463
indolent	3.19463
passage	3.19463
0	3.19463
paramedian	1.07172
promoting	3.19463
monocytes	3.19463
postgraduation	3.19463
acidophilus	3.19463
protective	3.19463
md	3.19463
frequencies	3.19463
respiratory	1.42282
presented	3.19463
did	3.19463
dic	3.19463
p	3.19463
mucosal	3.19463
eosinophilic	0.71656
grafts	3.19463
epidemiology	3.19463
perceptual	1.21232
accumulation	3.19463
inconsistent	3.19463
siga	2.308725
upper	1.42282
unexpected	3.19463
occurrence	3.19463
findings	3.19463
cancellous	3.19463
bacteria	3.19463
spectral	1.42282
streptococcus	3.19463
sacral	3.19463
representative	3.19463
distension	3.19463
albumin	2.01342333333
current	3.19463
international	3.19463
falling	0.86932
hairy	3.19463
supporting	1.42282
statistically	3.19463
genes	3.19463
water	3.19463
catarrhalis	3.19463
wais	3.19463
along	1.42282
polydipsia	0.69235
change	3.19463
healthy	3.19463
shift	2.01342333333
studied	3.19463
commonly	3.19463
hydrostatic	1.42282
wupperthal	3.19463
simultaneous	3.19463
throughput	3.19463
diagnosed	3.19463
domains	3.19463
resonance	3.19463
studies	3.19463
hydrodissection	3.19463
subscales	3.19463
tasks	3.19463
problematic	3.19463
parenchymal	3.19463
tenseness	1.04052
ureters	0.9815
islet	3.19463
transplant	3.19463
sympathetic	2.308725
positive	3.19463
anatomical	2.308725
scenarios	3.19463
territories	3.19463
chilliness	0.64135
criteria	3.19463
enriched	3.19463
australian	3.19463
ductus	0.649165
visual	2.01342333333
distractors	3.19463
cases	3.19463
indicates	3.19463
cap	3.19463
modified	3.19463
inflamed	1.07172
reviews	3.19463
makino	3.19463
can	3.19463
following	2.68839857143
making	3.19463
heart	1.79982285714
neurosarcoidosis	1.21232
multifactorial	3.19463
schieber	3.19463
spp	3.19463
medullaris	3.19463
stroke	1.21232
performed	3.19463
capsules	3.19463
conversely	3.19463
occur	3.19463
dyspnoea	1.42282
septic	3.19463
secretory	2.308725
warfarin	1.42282
1	3.19463
immune	2.60402666667
cardinal	1.02720666667
pins	3.19463
immuno	3.19463
parameter	3.19463
pathway	3.19463
redundance	3.19463
product	3.19463
rigors	3.19463
may	3.19463
fueled	3.19463
cardiac	2.0820675
such	3.19463
misdiagnosed	3.19463
revealed	3.19463
folliculitis	0.96444
man	3.19463
natural	3.19463
purification	3.19463
fluent	1.07172
branched	3.19463
gamma	3.19463
sm	3.19463
dreamland	0.86932
tbilisi	3.19463
exclusive	3.19463
shrna	3.19463
considerations	3.19463
mainly	3.19463
years	3.19463
stability	3.19463
brain	1.07172
pseudohallucination	0.86932
still	3.19463
blocked	3.19463
group	3.19463
thumb	2.308725
how	3.19463
duplex	2.088065
reacting	3.19463
lesions	1.098595
osteoid	1.21232
titers	3.19463
sensitivity	3.19463
schistosomes	1.42282
main	3.19463
uptake	1.42282
into	3.19463
non	2.55917
neoplasms	1.21232
thereby	3.19463
exon	3.19463
cuniform	3.19463
infarcts	0.71656
now	3.19463
provision	3.19463
discuss	3.19463
pyrazine	3.19463
possess	3.19463
administer	3.19463
term	3.19463
arteriolar	1.03375
coagulation	0.9815
femoral	3.19463
veins	2.308725
instability	0.9815
significantly	3.19463
fistula	0.94618
abnormal	0.67886
temporo	3.19463
year	3.19463
phalanx	2.308725
medications	3.19463
stenotic	1.15395166667
factory	3.19463
perineum	3.19463
increase	1.42282
contained	3.19463
investigation	3.19463
trauma	0.912673333333
suggesting	3.19463
correct	3.19463
esophageal	1.07172
arthritis	3.19463
pathogenic	3.19463
million	3.19463
electrophoretype	3.19463
possibility	3.19463
diagnostic	3.19463
recordings	3.19463
complicated	3.19463
hpfh	3.19463
training	3.19463
language	3.19463
transition	3.19463
british	3.19463
grifka	3.19463
place	3.19463
massive	3.19463
swing	1.42282
neglect	1.07172
frequent	3.19463
first	3.19463
dimethyl	3.19463
immunoelectron	3.19463
one	3.19463
psychophysiological	1.42282
specifically	3.19463
osteomas	1.21232
open	3.19463
calcific	0.77437
malrotation	0.86932
lens	3.19463
anteriorly	1.42282
stimulation	3.19463
indicate	3.19463
2	3.12080458333
adenocarcinoma	0.9815
white	2.38092
structures	1.42282
anderluh	3.19463
eyes	3.19463
pleurocutaneous	0.77437
subsp	3.19463
that	3.19463
eliminates	3.19463
gastroenteritis	1.21232
tuberculomata	0.69235
mtbi	3.19463
than	2.89932833333
coefficients	3.19463
11	3.19463
10	3.19463
12	3.19463
15	3.19463
14	3.19463
16	3.19463
19	3.19463
18	3.19463
require	3.19463
kishimoto	3.19463
shunting	1.04052
r	3.19463
were	3.14919897436
and	2.99934186364
radioimmunoassays	3.19463
ana	3.19463
remained	3.19463
cardiorespiratory	0.69235
innominate	1.42282
abnormalities	1.0063
saw	3.19463
any	3.19463
conversion	3.19463
efficient	3.19463
papular	1.21232
potential	2.53020125
fracture	3.19463
performance	3.19463
aortotomy	3.19463
28	3.19463
201	3.19463
pain	1.79031666667
normal	3.017449
beta	3.19463
furfuryl	3.19463
tract	2.308725
pair	3.19463
knee	2.6413475
paget	3.19463
inserted	3.19463
probes	3.19463
especially	3.19463
shrnas	3.19463
considered	3.19463
later	3.19463
infections	3.19463
methanol	3.19463
rotaviral	3.19463
peptides	3.19463
trafficking	3.19463
dispersed	3.19463
typically	3.19463
ciliaris	3.19463
obstructive	0.94559
oncogenes	3.19463
show	3.19463
synchronous	0.65698
fifty	3.19463
fletcher	0.9815
threshold	2.485906
line	3.19463
iq	1.42282
transvesical	3.19463
investigators	3.19463
behind	3.19463
only	3.19463
black	3.19463
over	3.19463
absent	2.60402666667
homogenate	3.19463
affecting	3.19463
clavulanate	3.19463
primates	3.19463
is	3.19463
secondary	3.19463
reveal	3.19463
median	1.79031666667
medial	3.19463
across	3.19463
hypothalamospinal	3.19463
erythromycin	3.19463
gianturco	3.19463
relative	3.19463
vivo	3.19463
eliminating	3.19463
surgery	3.19463
enzymatically	3.19463
inhibitory	3.19463
compounds	3.19463
review	3.19463
circulating	3.19463
vaccines	2.308725
3	3.19463
between	3.19463
reproducible	3.19463
dextroversion	1.007695
ruptured	3.19463
suppresses	3.19463
originated	3.19463
tur	3.19463
ventroposterolateral	3.19463
haematomesis	3.19463
heterogeneous	3.19463
coma	1.42282
article	3.19463
cervical	3.19463
suppressed	3.19463
soreness	0.64135
isthmus	1.955595
acquiring	3.19463
warmness	1.42282
region	3.19463
enabling	3.19463
propagation	3.19463
s	3.19463
hypothesis	3.19463
expression	3.19463
supraclavicular	3.19463
among	3.19463
filtering	3.19463
cancer	2.91144285714
color	2.01342333333
epileptic	1.07172
period	3.19463
innovations	3.19463
60	3.19463
occluder	3.19463
stretched	3.19463
learning	2.308725
zonular	3.19463
constant	1.42282
considers	3.19463
amino	1.42282
considering	3.19463
unusual	3.19463
wearers	3.19463
aorta	1.1018275
conceptualization	3.19463
detected	2.60402666667
jerks	0.7535
tonsils	3.19463
combined	2.01342333333
500	3.19463
systems	3.19463
direction	3.19463
formed	3.19463
external	3.19463
psychotherapy	3.19463
bmy	3.19463
nigricans	0.71656
those	3.19463
case	3.19463
resides	3.19463
these	3.19463
acanthosis	0.71656
premature	0.77437
hypertrophy	0.7535
trisulfide	3.19463
pdsred	3.19463
procoagulant	3.19463
orientation	2.60402666667
arteriosus	0.649165
sleeping	3.19463
regularity	3.19463
sudden	3.19463
proteolytic	3.19463
spleens	3.19463
protein	3.19463
pericardium	3.19463
creatinine	3.19463
different	3.19463
develop	3.19463
coexisting	3.19463
same	3.19463
fragment	3.19463
speech	3.19463
kidney	2.09551266667
otto	3.19463
physical	2.699016
events	3.19463
unpolluted	3.19463
lymphomas	3.19463
sacrum	3.19463
persons	3.19463
diversion	1.42282
pleura	2.6561025
reference	3.19463
hydroxy	3.19463
severe	3.19463
without	2.6561025
relief	3.19463
components	3.19463
model	3.19463
dimension	3.19463
researchers	3.19463
consisted	3.19463
being	2.60402666667
when	3.19463
rest	3.19463
clot	3.19463
unclear	3.19463
proximal	3.19463
differentiation	3.19463
flavor	3.19463
speed	3.19463
ethyl	3.19463
death	2.682024
staging	3.19463
generator	3.19463
seems	3.19463
except	3.19463
delbrueckii	3.19463
improvement	3.19463
wall	3.19463
4	3.19463
samples	3.19463
electrical	2.308725
aspects	3.19463
around	2.308725
haematuria	3.19463
early	3.19463
microangiopathic	0.69235
using	3.19463
sampling	3.19463
lady	3.19463
vanished	3.19463
acute	2.327422
ductal	1.42282
malignancy	1.09691
revaccination	1.42282
t	3.19463
neurologic	3.19463
reduced	2.308725
scored	3.19463
satisfactory	3.19463
exposed	3.19463
zonula	3.19463
zonule	3.19463
presentation	3.19463
moreover	3.19463
questionnaire	3.19463
intact	3.19463
provided	3.19463
dimensions	3.19463
recorded	3.19463
critical	3.19463
deficit	1.42282
transurethral	1.04052
moderate	3.19463
cephalosporin	3.19463
bloatedness	3.19463
scientific	3.19463
k562	3.19463
breastfeed	3.19463
anticlockwise	3.19463
ratios	3.19463
fractured	0.64135
mmol	3.19463
earlier	3.19463
comparison	3.19463
ol	3.19463
central	2.91144285714
enzymatic	3.19463
of	3.01573811209
disabilities	0.722925
discussed	3.19463
practical	3.19463
betatc3	3.19463
concentrations	3.19463
discusses	3.19463
antibody	3.19463
or	2.85233142857
enhancement	3.19463
formication	0.86932
pretransplantation	3.19463
aortic	2.12040636364
image	0.86932
propanone	3.19463
spinal	3.19463
involvement	3.19463
determine	3.19463
gomez	3.19463
intervention	3.19463
area	2.29606857143
there	3.19463
hepatosplenomegaly	0.77437
detectable	3.19463
low	2.241342
cultures	3.19463
sonographic	1.42282
delayed	0.86932
principles	3.19463
follicular	1.28248666667
posterior	3.03355636364
lymph	3.19463
clones	3.19463
mice	3.19463
with	3.1547806
october	3.19463
improved	3.19463
circulation	1.42282
equinatoxin	3.19463
aneurysm	1.0345
trigeminal	3.19463
palate	3.19463
lactobacillus	3.19463
contralateral	2.262718
rvh	0.69235
avian	3.19463
deep	3.19463
an	3.04697916667
immunoprecipitation	3.19463
examine	3.19463
hypertension	1.85737125
inulin	1.42282
laboratory	3.19463
tibial	3.19463
pmol	3.19463
assessing	3.19463
yoga	3.19463
ideally	3.19463
administered	3.19463
ctct	3.19463
hygienists	3.19463
igg	2.308725
field	3.19463
valid	3.19463
5	3.19463
iga	2.308725
you	3.19463
immunity	1.42282
poor	1.974065
briefly	3.19463
separate	3.19463
students	3.19463
important	3.19463
peak	1.42282
included	3.19463
unresponsive	3.19463
insertions	3.19463
bilateral	0.6316
mimic	3.19463
inhibited	3.19463
mass	1.21232
electrophoretypes	3.19463
sensibility	1.42282
oral	3.19463
original	3.19463
represent	3.19463
all	3.19463
chinese	3.19463
surgical	3.19463
systemic	1.9488075
varices	1.07172
follow	3.19463
meditation	3.19463
children	3.19463
polarity	3.19463
to	3.00280344444
program	3.19463
28100	3.19463
dominated	3.19463
nodes	3.19463
cytokinesis	3.19463
endogenous	3.19463
cdna	3.19463
conus	3.19463
activities	3.19463
very	3.19463
apoptosis	3.19463
fat	1.42282
resistance	1.03375
vera	3.19463
interpreting	3.19463
candida	0.7535
salmonella	3.19463
difference	1.42282
capillary	3.19463
condition	2.48699333333
motor	1.21232
induced	3.19463
neurocutaneous	1.42282
deficient	2.308725
list	3.19463
applicable	3.19463
large	1.936644
glaucomatous	0.86932
small	3.19463
reimplantation	3.19463
pyrroline	3.19463
198	3.19463
ten	3.19463
cerebrovascular	3.19463
headspace	3.19463
rate	1.42282
design	3.19463
perspective	3.19463
functioning	2.41952666667
abe	3.19463
palatal	3.19463
lactamase	3.19463
emotions	3.19463
endothelin	3.19463
excitatory	3.19463
learned	3.19463
electrocerebral	1.42282
method	3.19463
contrast	2.60402666667
movement	1.42282
diffusely	3.19463
component	3.19463
hours	3.19463
relaxation	1.42282
multiforme	0.71656
cirrhosis	0.69235
900	3.19463
thymidine	3.19463
experience	3.19463
prior	3.19463
infrequently	3.19463
base	3.19463
pick	3.19463
narrow	3.19463
via	3.19463
vasopressin	0.65698
extrapleural	0.67886
select	3.19463
hemiparesis	0.71656
two	3.19463
yilmaz	3.19463
6	3.19463
injury	1.07172
minor	0.71656
more	3.19463
volatiles	3.19463
site	3.19463
tested	3.19463
immunoreactive	3.19463
known	3.19463
producing	3.19463
commercially	3.19463
none	3.19463
toxins	3.19463
recall	2.031975
remain	3.19463
depleting	3.19463
strategies	3.19463
male	2.43528285714
tunicamycin	3.19463
history	3.19463
scan	3.19463
osteosarcoma	3.19463
suggestions	3.19463
scar	3.19463
species	1.974065
axis	1.42282
information	3.19463
drained	3.19463
breaking	3.19463
american	3.19463
occasionally	3.19463
hexanal	3.19463
bifidobacterium	3.19463
tried	3.19463
thickened	0.71656
derived	3.19463
reflect	3.19463
consequence	3.19463
blood	1.92905142857
plana	3.19463
evaluations	3.19463
response	3.19463
a	3.16694675676
short	3.19463
causation	3.19463
exhibited	3.19463
sonograms	3.19463
playing	1.42282
infant	3.19463
sphingomyelin	3.19463
developed	3.19463
oblique	3.19463
mucosa	3.19463
held	3.19463
paper	3.19463
through	2.7516775
existence	3.19463
its	2.94151428571
24	3.19463
25	3.19463
27	3.19463
20	3.19463
21	3.19463
22	3.19463
susceptible	3.19463
lateral	2.53047333333
nonviable	3.19463
neuropsychological	1.42282
symptoms	3.19463
absence	3.19463
microscopic	3.19463
disclosed	3.19463
pca	3.19463
might	3.19463
finer	3.19463
good	3.19463
food	3.19463
primary	2.91093222222
framework	3.19463
walls	3.19463
sphincter	3.19463
mansoni	3.19463
foot	3.19463
retroperitoneal	3.19463
association	3.19463
level	1.42282
obstetric	3.19463
radial	3.19463
found	3.19463
out	3.19463
referred	3.19463
reactions	1.42282
eqtii	3.19463
generation	1.42282
reduce	3.19463
investigated	3.19463
chorioangiomas	1.07172
measurement	3.19463
penicillin	3.19463
alcohol	3.19463
item	3.19463
since	3.19463
health	3.19463
inactivated	2.60402666667
7	3.19463
dysfunction	0.7535
evaluation	3.19463
occurs	3.19463
pneumothorax	0.71656
extraordinary	3.19463
pitfalls	3.19463
imaging	3.19463
stomach	1.42282
generate	3.19463
schistosomiasis	3.19463
diffused	3.19463
benefits	3.19463
running	3.19463
brainstem	2.203475
conducted	3.19463
yersinia	3.19463
hodgkin	3.19463
major	3.19463
explainable	3.19463
probability	3.19463
radical	3.19463
thereafter	3.19463
number	3.19463
enlarged	3.19463
hardening	3.19463
defects	3.19463
tlr4	3.19463
hemihyperhidrosis	0.71656
unexplained	3.19463
temperature	1.42282
leading	3.19463
threatening	3.19463
plexus	3.19463
majority	3.19463
hundred	3.19463
recovered	3.19463
conduit	3.19463
para	1.42282
needle	3.19463
immediate	1.42282
part	3.19463
cartridges	3.19463
authors	3.19463
b	2.60402666667
double	3.19463
ranging	3.19463
recording	3.19463
determined	3.19463
risks	3.19463
treated	3.19463
livers	3.19463
trimoxazole	3.19463
defect	0.69235
precipitating	3.19463
sentences	1.42282
concentration	3.19463
fetalis	0.7535
relationship	3.19463
cava	1.42282
onset	1.42282
also	3.19463
recognizing	3.19463
internal	3.19463
generalized	1.24727
finding	3.19463
donor	3.19463
stenosis	0.6316
toxoids	1.42282
abruption	0.77437
province	3.19463
play	3.19463
caliber	3.19463
electric	1.42282
bands	3.19463
most	3.19463
74	3.19463
71	3.19463
70	3.19463
alpha	2.60402666667
measured	3.19463
prostatic	3.19463
traditional	3.19463
phytohemagglutinin	3.19463
pars	3.19463
chorioamnionitis	0.77437
thomas	3.19463
islets	3.19463
disturbances	0.71656
cauda	3.19463
session	3.19463
malignant	0.64135
velvety	0.71656
murate	3.19463
fine	3.19463
venosus	1.21232
access	3.19463
giant	1.21232
parameters	1.42282
heavily	3.19463
hypoattenuation	1.42282
factor	3.19463
8	3.19463
hip	2.6639025
intractable	3.19463
biopsy	3.19463
haemostatic	1.155092
capsule	3.19463
breast	0.9815
during	2.89932833333
campylobacter	3.19463
inducible	3.19463
distraction	3.19463
progressive	2.47659333333
sources	3.19463
tumors	1.05938
acellular	1.42282
common	3.19463
recommendations	3.19463
scanning	3.19463
set	3.19463
art	3.19463
aspect	3.19463
achieved	3.19463
pcdna3	3.19463
potent	3.19463
antiproliferative	3.19463
schizophrenic	3.19463
sec	3.19463
are	3.12121111111
close	3.19463
polymorphic	3.19463
thrombocytopenia	1.42282
matter	0.7535
macroscopic	1.42282
various	3.19463
vascular	2.53386
conditions	3.19463
available	3.19463
recently	3.19463
responses	1.42282
targeted	3.19463
rapid	3.19463
rarer	3.19463
both	2.7516775
c	2.62825571429
last	3.19463
density	0.7535
sensitive	2.01288142857
connection	3.19463
whole	1.8657725
pda	0.65698
cakes	3.19463
point	3.19463
reasons	3.19463
sky	0.86932
factitious	1.42282
manners	3.19463
hyperfiltration	0.86932
adaptation	3.19463
fibres	3.19463
thermophilus	3.19463
throughout	3.19463
[	1.21232
described	3.19463
create	3.19463
due	2.308725
strategy	3.19463
whom	3.19463
reduction	3.19463
dropping	0.86932
secific	3.19463
collected	3.19463
nephrectomy	3.19463
resting	3.19463
bulgaricus	3.19463
recalled	1.42282
compromised	3.19463
postglomerular	1.42282
plasmas	3.19463
extracted	3.19463
p1	1.42282
straight	0.9815
tip	1.42282
evaluated	3.19463
precursor	3.19463
while	3.19463
replaced	3.19463
ciliary	3.19463
binding	3.19463
occlusive	3.19463
rim	2.308725
urethra	3.19463
twofold	3.19463
cancers	1.21232
elevated	2.17035
shorter	3.19463
benign	1.21232
deletion	3.19463
9	3.19463
products	3.19463
higher	3.19463
development	3.19463
used	3.19463
temporary	3.19463
painless	0.9815
usually	3.19463
001	3.19463
000	3.19463
purpose	3.19463
mesothelioma	3.19463
immunofluorescence	3.19463
focal	1.19971333333
recent	3.19463
